Sample Index,dry_DC,wet_DC,SNR
39,-7.13873987479019e-06,-4.0372310650127474e-07,-1.1734305620193481
40,4.1573841258468747e-07,-2.5795597480282595e-07,0.31457990407943726
41,2.552951400502934e-06,-1.7456372916058172e-06,-4.814849853515625
42,2.7631826014840044e-05,-1.6007845715648727e-06,3.378911018371582
43,-7.323656518565258e-06,5.654777055497107e-07,3.3776612281799316
44,1.7678127051112824e-06,2.8672170060417557e-07,0.444164514541626
45,1.4011146959092002e-05,-1.0778188652693643e-06,-4.199727535247803
46,3.8140962715260684e-05,2.0756324659032543e-08,1.862677812576294
47,-1.4986375390435569e-05,-1.263067161971776e-07,-1.986633539199829
48,2.0258710719645023e-05,-6.158138035061711e-07,-1.2525213956832886
49,6.864583156129811e-06,-3.6944300063623814e-07,0.5021390914916992
50,1.213607447425602e-05,2.5526730951241916e-07,0.07483857125043869
51,6.623085027968045e-06,-6.743371727679914e-08,4.895630836486816
52,1.7243843103642575e-05,1.3976360833112267e-06,-0.7146604061126709
53,1.9928162146243267e-05,-4.43357237145392e-07,1.2686930894851685
54,1.6908212273847312e-05,4.950884886056883e-06,-3.9598870277404785
55,-3.0829483876004815e-05,-8.63548621055088e-07,1.1934057474136353
56,-6.187171948113246e-06,-6.14955013134022e-07,-0.4389589726924896
57,3.897826900356449e-06,1.1757860818306654e-07,4.569874286651611
58,-1.4090642252995167e-05,-2.139328898920212e-06,-6.218948841094971
59,8.246426659752615e-06,9.22029244065925e-08,0.9509274959564209
60,8.172724847099744e-06,-5.3854783743645385e-08,2.4410018920898438
61,4.574682861857582e-06,1.592653825355228e-05,3.7782561779022217
62,2.7284948373562656e-05,-4.916250873066019e-07,3.719402313232422
63,1.5187498320301529e-05,-3.084579986989411e-07,2.514648675918579
64,2.501195194781758e-05,4.1088958369073225e-07,1.285729169845581
65,2.6432066988490988e-06,1.1171748326432862e-07,2.4989511966705322
66,3.854044280160451e-06,1.7420649101040908e-07,0.9753947854042053
67,1.5385296137537807e-05,-8.881688131623378e-07,2.2758419513702393
68,-6.079359991417732e-06,7.017899406491779e-06,0.38107797503471375
69,1.695358264441893e-06,-7.627408038501926e-09,0.368979275226593
70,7.79982565290993e-06,-3.1758051477481786e-07,-4.352455139160156
71,1.3178582776163239e-05,-3.04351246427359e-08,0.7152971029281616
72,9.091767424251884e-06,-8.903846264729509e-07,5.570048809051514
73,-1.265687751583755e-05,-1.9084318410023116e-06,-5.295820236206055
74,9.792644050321542e-06,-3.4139455351578363e-07,-0.007877768948674202
75,6.615597158088349e-06,9.672492495838014e-08,-1.6178719997406006
76,5.260574653220829e-06,1.2660721893098525e-07,-2.1515936851501465
77,1.3519663298211526e-05,-3.647948290108616e-07,3.2778429985046387
78,1.9286855604150333e-05,-7.227132527987123e-07,2.947969436645508
79,-8.176104529411532e-06,-5.86428768656333e-07,1.1447319984436035
80,1.1571034974622307e-06,-8.156309263540606e-07,2.289579391479492
81,1.9319355004654426e-08,4.345193644894607e-07,1.3901938199996948
82,-1.1493943020468578e-05,-3.568033264400583e-07,1.0911848545074463
83,1.659431836742442e-05,2.5265416070396896e-07,5.132601261138916
84,8.886923410500458e-07,1.599589971590376e-08,-1.0641841888427734
85,7.991995516931638e-06,-4.097198313957051e-07,4.2038373947143555
86,1.6808812688395847e-06,-1.9252399852121016e-07,-3.28397274017334
87,1.8300755982636474e-05,2.440201797071495e-06,4.788067817687988
88,-1.9587139831855893e-05,-3.3579917158022e-07,1.1843336820602417
89,7.79780384618789e-06,-3.7058046586935234e-07,-0.8532049655914307
90,7.1547824518347625e-06,-4.941061320096196e-07,-4.7020416259765625
91,1.0142731298401486e-05,-1.4790197155889473e-07,-4.023169994354248
92,2.765455428743735e-05,-1.3454555869429896e-07,0.20233950018882751
93,4.213068677927367e-06,2.7822951054190526e-08,-6.544747829437256
94,4.9610709538683295e-05,-2.4566716092522256e-06,-2.2988638877868652
95,7.107935289241141e-06,-3.148953169329616e-07,2.195316791534424
96,2.9247089514683466e-06,-1.9760966551984893e-06,0.8524913787841797
97,2.216777147623361e-06,-1.453583422517113e-07,-1.0614694356918335
98,2.3297685402212664e-05,4.2551258161438454e-07,5.074289321899414
99,1.1136812645418104e-05,1.967933258129051e-06,1.4261466264724731
100,3.730981916305609e-05,-7.872268383835035e-07,-0.3138502240180969
101,8.334818630828522e-06,-4.636794415091572e-08,1.099298119544983
102,1.7682430552667938e-05,-3.0360620684177775e-08,4.265585899353027
103,1.477991827414371e-05,1.9188830719940597e-06,-6.059325218200684
104,2.8708736863336526e-05,-4.814331759916968e-07,0.7482261061668396
105,1.5296528772523743e-06,-1.3198579154050094e-06,1.6370140314102173
106,1.110391804104438e-05,-1.683647951722378e-06,-1.434198021888733
107,2.7453044822323136e-05,9.235988329692191e-08,1.2486275434494019
108,-2.3162185243563727e-05,7.078538146743085e-07,4.837577819824219
109,3.2753621326264692e-06,4.248003051543492e-07,2.2559974193573
110,-3.183797048222914e-07,-6.322816261672415e-07,0.49747347831726074
111,6.761276381439529e-06,1.3504077855941432e-07,4.04695463180542
112,7.123367140593473e-06,-3.374690891178034e-07,-0.4537809193134308
113,1.2382067325233947e-05,-4.376580307052791e-07,1.5611793994903564
114,-1.5847439271965413e-06,-2.390931115314743e-07,0.8722759485244751
115,4.780144081450999e-06,-8.094584131868032e-07,5.698420524597168
116,5.361060289033048e-07,-1.1534004897839623e-06,0.38434654474258423
117,-9.870452049653977e-05,-3.5589237086242065e-06,-3.3126065731048584
118,4.4693083509628195e-06,4.125813575228676e-07,0.94707190990448
119,2.532689222789486e-06,-4.622047242719418e-07,1.541731834411621
120,-2.7890066576219397e-06,-2.0665873989855754e-07,0.7255218029022217
121,2.377959162913612e-06,-1.4616891803598264e-06,3.6012423038482666
122,1.733678982418496e-05,-7.244224207170191e-07,0.4381319582462311
123,-3.911708517989609e-06,-3.235704298276687e-06,0.08308722078800201
124,2.491598252163385e-07,-8.197981514967978e-06,1.286452293395996
125,9.102338481170591e-06,2.7948368597208173e-07,1.855084776878357
126,2.9875759537389968e-06,2.734666111336992e-07,5.031495571136475
127,1.81866289494792e-05,-1.0339915590407145e-08,2.474050283432007
128,2.4706787371542305e-05,-1.0498215630150298e-07,3.5133326053619385
129,3.994521648564842e-06,-5.554422841669293e-07,-1.7548527717590332
130,1.7779117115424015e-05,-8.6716363512096e-07,-1.3360661268234253
131,3.1300489808927523e-06,-2.5640477474553336e-07,2.365845203399658
132,6.247256351343822e-06,-2.2263476751049893e-07,3.2947492599487305
133,2.563413181633223e-05,-9.158964076050324e-07,0.9986876249313354
134,1.6863055861904286e-05,2.441157960220153e-07,1.9756145477294922
135,1.685148527030833e-05,2.0465502075239783e-06,-4.004238128662109
136,3.6065055610379204e-05,1.2207875954572955e-07,-5.941318988800049
137,2.3769537449425115e-07,6.656596838183759e-07,-1.3153148889541626
138,8.309380973514635e-06,-1.964494629191904e-07,-0.7040482759475708
139,-5.4391643971030135e-06,-5.085503289592452e-07,-0.4859241843223572
140,3.0121233066893183e-05,-9.075060347640829e-07,4.025413990020752
141,-1.0792880857479759e-05,5.596210712610628e-07,-0.4780295789241791
142,2.4575774659751914e-05,-1.0884056678150955e-07,0.4030482769012451
143,8.424455700151157e-06,-5.803858016406593e-07,3.838041067123413
144,-3.0322105430968804e-06,-1.3092457606944663e-07,-1.0112299919128418
145,7.224612090794835e-06,-2.8959910025605495e-08,0.33402103185653687
146,1.5184776202659123e-05,-5.970651955067297e-07,1.904751181602478
147,3.224012289138045e-06,3.453523049756768e-07,-1.14940345287323
148,-3.289074129497749e-06,-1.686041599668897e-07,-2.00197696685791
149,1.8098033251590095e-05,8.700254511495586e-06,-3.614980936050415
150,1.2630065612029284e-05,-6.492023771897948e-07,-1.4145265817642212
151,8.582862392358948e-06,-1.477913087910565e-06,-1.3415169715881348
152,-1.0191865840170067e-05,-1.6133171811816283e-05,-2.210143566131592
153,4.57850364909973e-06,-4.023070232506143e-07,0.812470018863678
154,9.762724175743642e-07,-7.808287705302064e-07,2.742025375366211
155,8.371593139600009e-06,-8.19603087620635e-07,-2.352400064468384
156,-1.0005178410210647e-05,1.5653868956633232e-07,1.1128689050674438
157,6.275329269556096e-06,-8.128533579565556e-08,-1.0977654457092285
158,1.0228450264548883e-06,1.1471321386125055e-06,-1.3225246667861938
159,2.582302658993285e-05,-4.201428055239376e-06,0.34037843346595764
160,6.5331651057931595e-06,-4.011094745237642e-08,-3.4087090492248535
161,1.183359017886687e-05,4.409452358800081e-08,3.565727710723877
162,4.096836164535489e-06,-8.760343206404286e-08,-0.5417061448097229
163,2.413149195490405e-05,-4.687448438289721e-07,0.3733421564102173
164,2.107001819240395e-05,-1.1207029047000105e-06,-0.7710790038108826
165,2.8406240744516253e-05,4.474312049751461e-07,0.7475719451904297
166,-7.611730779899517e-06,-3.3907542729139095e-07,0.8905324339866638
167,-1.571754637552658e-07,-6.32158901225921e-07,1.3934576511383057
168,2.186257688663318e-06,1.3923992980835465e-07,1.8725894689559937
169,-9.556984878145158e-06,1.539041605269631e-08,2.792285442352295
170,8.565205462218728e-06,-7.491360065614572e-07,-0.23012839257717133
171,3.977440428570844e-06,1.6966015436992166e-07,0.3812102973461151
172,1.7619047866901383e-05,4.017526862298837e-07,-0.9915399551391602
173,-8.973242074716836e-06,-2.8442443067433487e-07,-2.0921168327331543
174,9.753447557159234e-06,-1.9627808711675243e-08,2.7203094959259033
175,1.0331080375181045e-05,-2.7567000415729126e-07,1.7559442520141602
176,2.709638101805467e-05,6.496891273854999e-07,5.744529724121094
177,1.8309414144823677e-06,-5.429561156233831e-07,2.5424246788024902
178,-4.838762379222317e-06,-3.0535758810401603e-07,0.16625328361988068
179,-2.4663715976203093e-06,3.780826887123112e-07,-2.017423391342163
180,7.367365924437763e-06,-1.914054159612988e-08,2.947530508041382
181,5.111467544338666e-05,8.656367640469398e-07,4.677127361297607
182,8.777910807111766e-06,4.329234215560973e-08,-2.5127313137054443
183,4.298779458622448e-06,-2.7574301952881797e-07,-0.5278573036193848
184,3.158932668156922e-05,-1.8546442106526229e-06,4.868932247161865
185,3.121735426248051e-05,-1.7004211372295686e-08,-1.9893382787704468
186,-2.2788959540775977e-05,-5.802666009913082e-07,2.1413674354553223
187,4.0111717680701986e-05,8.273914318124298e-07,3.488910436630249
188,8.14203576737782e-06,5.263884759187931e-07,3.23883056640625
189,1.6467252862639725e-05,-3.531540357926133e-07,1.4308903217315674
190,1.2536670510598924e-05,-1.1293680017843144e-06,-1.4634907245635986
191,5.810440143250162e-06,-5.910828804189805e-07,-0.8513280153274536
192,6.875404778838856e-06,-6.49371770578e-07,2.597057342529297
193,3.101559968854417e-06,3.705819437982427e-07,-0.3869515657424927
194,3.292717565273051e-06,-2.8420885200830526e-07,3.7265536785125732
195,8.708244422450662e-06,-4.3072798661114575e-08,0.39876145124435425
196,9.948014849214815e-06,5.814731096620562e-08,4.900923252105713
197,6.9868474383838475e-06,2.853552416581806e-07,1.4985172748565674
198,3.129226570308674e-06,-1.4443396878505155e-07,0.7677958011627197
199,1.0152009963348974e-05,-4.01374194325399e-07,-5.254516124725342
200,3.6138297332399816e-07,-2.5086552568609477e-07,-0.6143803000450134
201,4.869807162322104e-05,-3.018031407009403e-07,3.1503448486328125
202,4.723467100120615e-06,2.6874789682551636e-07,0.9008766412734985
203,-7.240439117595088e-06,4.909336581704338e-08,0.22426000237464905
204,7.625741091032978e-06,1.1039773539778253e-07,-3.818965196609497
205,-2.5119334168266505e-07,1.4808148307565716e-06,-0.5498261451721191
206,-2.8213491987116868e-06,3.2999167842717725e-07,1.5609991550445557
207,-1.803525083232671e-05,-3.4757405842356093e-07,-1.2397980690002441
208,-2.068322828563396e-06,2.547157600929495e-05,-4.286050796508789
209,1.462708314647898e-05,-1.000871748146892e-06,-4.0046892166137695
210,2.0101229893043637e-05,2.436667614347243e-07,3.2119970321655273
211,9.254920769308228e-06,-1.1830027233372675e-06,1.3790886402130127
212,5.9847207012353465e-06,-3.635257428413752e-07,1.511803150177002
213,5.896032234886661e-06,8.904750075089396e-07,-0.9297083616256714
214,4.912341319140978e-05,3.9890457514957234e-07,5.89594841003418
215,4.330301180743845e-06,2.64964995722039e-07,1.1154117584228516
216,1.4988565453677438e-05,-1.5128055963486986e-07,-0.9882560968399048
217,6.5130343500641175e-06,-6.122147055975802e-07,1.698371171951294
218,3.260625817347318e-05,-2.2780348274409334e-07,1.947829246520996
219,4.483371867536334e-06,4.713927808097651e-07,-1.0229363441467285
220,3.1016741104394896e-06,1.302530904467858e-06,3.3755133152008057
221,-8.489882930007298e-06,9.203295121551491e-07,-3.410482406616211
222,-9.805274203245062e-06,-5.459477279146085e-07,5.0399065017700195
223,-5.791918738395907e-06,1.9076516366567375e-07,-0.23704791069030762
224,1.855102163972333e-05,-2.086162576020456e-09,-5.440896034240723
225,-2.4753198886173777e-06,-1.0188077794737183e-06,-1.2411065101623535
226,3.0220586268114857e-05,-1.5979533145582536e-06,-2.174546718597412
227,2.3465136109734885e-06,-5.766218237113208e-06,-2.6739296913146973
228,6.605035650864011e-06,-1.3568997481172573e-08,2.1826233863830566
229,4.635000095731812e-06,-3.197997671122721e-07,0.3894447982311249
230,-8.537518624507356e-06,3.9645334481974714e-07,-0.3980955481529236
231,7.471177468687529e-06,-1.0396405514256912e-06,-3.3751726150512695
232,3.3446749512222596e-06,2.236564888846715e-08,-1.8246934413909912
233,-1.2933313655594247e-06,-9.021207461046288e-07,1.6729660034179688
234,1.547688225400634e-05,4.368484098904446e-07,2.0291965007781982
235,3.187161200912669e-05,-5.884830898139626e-07,2.2592122554779053
236,1.089459692593664e-05,-3.5321860991643916e-07,2.882516860961914
237,1.2076297934981994e-06,1.3438015855626873e-07,1.6013882160186768
238,7.04606327417423e-06,-3.6781926837647916e-07,1.0970240831375122
239,3.794262738665566e-06,5.660404553964327e-07,-1.9476436376571655
240,3.88024182029767e-06,4.824767643185623e-07,-4.146859169006348
241,-1.7735038682076265e-06,-3.9400656959287517e-08,1.6558979749679565
242,1.2804057405446656e-05,1.7106235361552535e-07,-0.7226254940032959
243,1.3228390344011132e-05,6.44473232114251e-07,1.7419869899749756
244,1.4253103472583462e-05,-1.3760526940131967e-07,1.290321946144104
245,4.3031118366343435e-06,1.18203058718791e-06,-3.351705551147461
246,-4.671400347433519e-06,-6.312295681709656e-07,1.5186501741409302
247,2.721203964028973e-05,1.2213150739626144e-06,-2.239893913269043
248,1.5252282537403516e-05,6.882687557663303e-07,-2.4091238975524902
249,8.54053178045433e-06,-3.1718720947537804e-06,0.17751562595367432
250,1.7110474800574593e-05,-3.192767508153338e-07,0.38169774413108826
251,4.9753361963666975e-06,-2.1174550113300938e-07,2.5309410095214844
252,4.534752224572003e-05,9.801536862141802e-07,4.709312915802002
253,6.02021100348793e-06,-7.162372526181571e-07,0.35241949558258057
254,8.930585863708984e-06,2.0692199598215666e-07,-1.962660551071167
255,1.5601453924318776e-05,3.5107134976897214e-08,1.6217422485351562
256,4.30550571763888e-05,-1.008517074296833e-06,-1.0816411972045898
257,1.2179533769085538e-05,1.3883462202102237e-07,-1.8748931884765625
258,1.4274229442889919e-06,-5.563100202721216e-09,0.16150860488414764
259,-4.931337571179029e-06,-1.1671583024508436e-06,0.2116694301366806
260,3.2245193324342836e-06,-1.2303391940804431e-06,1.354108452796936
261,-1.2871985290985322e-06,-2.669318064363324e-06,0.13408589363098145
262,1.3907657375966664e-05,2.3379921287869365e-07,0.6639665365219116
263,-3.889992967742728e-07,9.755626706464682e-07,1.4300563335418701
264,6.1770483625878114e-06,1.1363575680434224e-07,-2.12347412109375
265,1.2128404705435969e-05,-2.348124894524517e-08,3.394869327545166
266,-2.957377319035004e-06,9.471878570366243e-07,-1.0753798484802246
267,-9.816249075811356e-07,2.1500935076801397e-07,-2.869382381439209
268,-2.76981336355675e-06,-2.1301508468241082e-07,0.6673979759216309
269,4.397382440401998e-07,-7.990310564309766e-07,0.1441599726676941
270,2.9431350412778556e-05,-7.459397011189139e-07,3.365565538406372
271,5.389088983065449e-06,-9.464914683121606e-07,0.17468535900115967
272,-2.311146272404585e-05,-6.376579335665156e-07,3.1015796661376953
273,1.3880783626518678e-05,-1.8858934254240012e-06,0.3206820785999298
274,9.666987352829892e-06,3.1423583095602226e-06,4.890781402587891
275,1.1907734915439505e-05,-3.8945029245951446e-07,-3.3043084144592285
276,3.0178192901075818e-05,-7.643610047125549e-07,2.3007924556732178
277,-4.855157385463826e-06,6.959945153539593e-07,1.888603687286377
278,-1.486130599914759e-06,5.842661039423547e-07,2.3018620014190674
279,3.918363745469833e-06,-6.958057383599225e-07,-1.32192063331604
280,-1.8724645087786485e-06,-2.9202351470303256e-07,-1.2477244138717651
281,-6.005152954458026e-06,1.5378545015209966e-07,3.0578455924987793
282,2.3810634957044385e-05,-5.944028771409648e-07,5.553102970123291
283,1.2406881069182418e-06,-9.651680556999054e-07,1.1821640729904175
284,1.6554549802094698e-05,-7.124599505914375e-06,-3.9679276943206787
285,1.4293091226136312e-05,-2.403431608399842e-06,5.510007858276367
286,6.01359852225869e-06,6.840745641056856e-07,-0.16169308125972748
287,-3.4379816042928724e-06,-4.834135438613885e-07,2.5869245529174805
288,2.3984701329027303e-05,-1.7181262137455633e-06,1.4912105798721313
289,-5.058991973783122e-06,5.447367712463347e-08,-2.49194073677063
290,2.9674050892936066e-05,-6.892944384162547e-07,-2.8302345275878906
291,1.7640968508203514e-06,2.2568355007024365e-07,-1.3279194831848145
292,-6.993236183916451e-06,-1.5106748207927012e-07,0.6875779628753662
293,7.997045031515881e-06,-1.8733322804109775e-06,-4.183492183685303
294,-8.117794095596764e-06,1.3356954298160417e-07,-0.3426254987716675
295,7.541862487414619e-06,-1.7898827309181797e-07,1.7952935695648193
296,1.7059319361578673e-05,8.597324097081582e-08,1.3814723491668701
297,-5.7210263548768125e-06,4.071831654073321e-07,2.7430546283721924
298,1.2283138858038e-05,7.69408529777138e-07,5.194080352783203
299,1.7278644008911215e-05,7.474422147879523e-08,1.466357946395874
300,1.2514767149696127e-05,-8.127589978812466e-08,3.6304030418395996
301,1.1048572559957393e-05,-5.891660634915752e-07,1.7550029754638672
302,4.8148023779504e-05,-5.638018478748563e-07,5.150676250457764
303,4.352318683231715e-06,6.314526217465755e-07,6.790290355682373
304,1.4675325473945122e-05,-1.1163503188527102e-07,0.34423208236694336
305,4.598758550855564e-06,1.9118884608815279e-07,2.9103147983551025
306,1.8414804799249396e-05,3.787651792208635e-07,0.955483078956604
307,1.4482980077445973e-05,-6.980150857316403e-08,2.8528971672058105
308,2.3297347070183605e-05,-5.256970894151891e-07,0.23450157046318054
309,9.804130058910232e-07,2.409726391761069e-07,-1.0717183351516724
310,1.4461877071880735e-05,2.1982646103424486e-06,-2.5415751934051514
311,1.04761820693966e-05,3.5443008528091013e-07,1.3713401556015015
312,-1.5673900861656875e-06,-4.3993094323013793e-07,0.259213924407959
313,2.7193923415325116e-06,1.0821869267374495e-07,0.4295996427536011
314,9.606071216694545e-06,1.8574397131487785e-07,-2.82517671585083
315,-2.8784837923012674e-05,-6.438116315621301e-07,0.8251493573188782
316,1.1138256013509817e-05,9.914402880895068e-07,3.746373414993286
317,-2.127411562469206e-06,3.659526370825006e-08,0.14896714687347412
318,9.184754162561148e-06,5.829602400808653e-07,2.2164759635925293
319,3.019417817995418e-06,-2.1922637927218602e-07,1.3332271575927734
320,1.512755625299178e-05,-1.2055338061145449e-07,2.5456976890563965
321,-1.2438247267709812e-06,-5.428741474133858e-07,-0.8153534531593323
322,-9.390106242790353e-06,1.6950914982771792e-07,1.2921870946884155
323,2.7500564101501368e-05,-1.988465641034054e-07,-1.6656298637390137
324,-1.1841090781672392e-05,-1.0039195785793709e-06,-1.5960471630096436
325,2.558447931733099e-06,5.3095817520443234e-08,1.9398603439331055
326,6.442146514018532e-06,-3.115385709406837e-07,-1.8338892459869385
327,-6.426869276765501e-06,4.696478583809949e-07,2.300452947616577
328,1.3405106074060313e-05,-7.048770953588246e-07,-2.9142072200775146
329,1.6259005860774778e-05,4.024575162020483e-07,-3.103271961212158
330,2.5080320483539253e-05,-2.4449893771816278e-06,6.415167331695557
331,2.87520197161939e-06,-6.052941330381145e-07,1.059362769126892
332,1.3915566341893282e-05,-7.171531279936971e-08,2.3786981105804443
333,2.2790953153162263e-05,-1.15567445391207e-07,1.5904022455215454
334,-2.346160499655525e-06,3.753463317934802e-07,-5.165682315826416
335,-1.3444936485029757e-05,1.6039759032082657e-07,-0.7015701532363892
336,5.870117547601694e-06,2.829054892572458e-07,0.705141544342041
337,5.308797881298233e-06,-1.1854071999550797e-06,3.732414722442627
338,1.264180536963977e-05,-7.668877515243366e-07,-2.9756603240966797
339,-3.662076551336213e-06,1.5600323877151823e-07,1.5033953189849854
340,9.556469194649253e-06,5.965177933831001e-07,2.884051561355591
341,5.618546128971502e-05,-7.76091724219441e-07,-0.40412288904190063
342,1.5943012840580195e-05,1.012035681924317e-06,-1.54807710647583
343,4.498709131439682e-06,1.325989700262653e-07,-2.2038135528564453
344,4.986378371540923e-06,2.265522880406934e-08,4.6502861976623535
345,-7.745669427094981e-05,4.12461522500962e-05,-4.1864495277404785
346,7.862335223762784e-06,-1.3278970811825275e-07,1.4714497327804565
347,1.0240695701213554e-05,-4.7437299599550897e-07,2.9837000370025635
348,-4.416619049152359e-06,-2.915774643952318e-07,0.9845982789993286
349,2.8871976610389538e-05,-6.140947448329825e-07,2.78609299659729
350,1.500368944107322e-05,-2.6734818447948783e-07,0.07024303823709488
351,4.7402531322404684e-07,2.167122147511691e-06,-3.941204309463501
352,1.1242886102991179e-05,-7.950435247039422e-06,-2.9239156246185303
353,-1.0403003216197249e-05,-2.20850111531945e-08,2.053184986114502
354,1.2232056178618222e-05,3.3821166312009154e-08,0.6020711660385132
355,5.076208708487684e-06,-5.58228805402905e-07,1.3208515644073486
356,9.404060619999655e-06,-1.851003844421939e-06,0.6451661586761475
357,3.275242534073186e-06,-6.818304427724797e-07,-4.585957050323486
358,9.429176316189114e-06,-4.783956683240831e-06,-5.271661758422852
359,8.413096111326013e-06,2.6111504780601535e-07,0.16875788569450378
360,-2.7740692530642264e-05,1.5637279204838705e-07,0.7503413558006287
361,2.281789420521818e-06,4.4870773763250327e-07,3.60555362701416
362,7.860918231017422e-06,-1.1147593568239245e-06,-5.2987565994262695
363,1.1811547665274702e-05,2.286598146383767e-07,-1.8658663034439087
364,1.3902538739785086e-05,1.6285732726828428e-06,-5.023418426513672
365,7.111545983207179e-06,-4.833395337300317e-07,2.0232644081115723
366,7.161050234572031e-06,4.001860816060798e-06,-3.085494041442871
367,-2.0134543774474878e-06,-8.641198405712203e-07,0.6185404658317566
368,8.339315513694601e-07,1.9971548681496643e-06,-3.3356847763061523
369,9.460494766244665e-06,-9.83335098680982e-07,-4.7780375480651855
370,-1.748901581777318e-06,2.157493327104021e-06,-2.5102901458740234
371,6.185822257975815e-06,2.5975555217883084e-07,-3.987058401107788
372,1.2588222489284817e-05,2.348744828850613e-06,-1.5727180242538452
373,7.4798622335947584e-06,-6.804615537703285e-08,2.0013082027435303
374,4.894408448308241e-06,8.155405240017899e-09,1.7206790447235107
375,3.910319719580002e-06,-5.303954253577103e-07,1.595283031463623
376,8.086957677733153e-06,-3.454282762049843e-07,0.08161301910877228
377,1.4211112784323632e-06,-2.844547282165877e-07,2.7549490928649902
378,5.280396180751268e-06,6.273870667428127e-07,-5.044958591461182
379,2.8916323572047986e-05,2.025183448495227e-06,2.585238456726074
380,1.3940628377895337e-05,4.090857146366034e-06,-1.9720042943954468
381,4.666480435844278e-06,-3.650228279639123e-07,-6.187758922576904
382,3.5651042708195746e-05,-3.1411846634910034e-07,3.310370683670044
383,1.639326183067169e-05,7.70453596032894e-07,0.2916431725025177
384,2.0670242520282045e-05,-2.3953666072884516e-07,1.4181277751922607
385,7.137518423405709e-06,1.112491418098216e-06,-1.3043429851531982
386,-1.4851098057988565e-06,2.985820231060643e-07,1.4961848258972168
387,-2.408897444183822e-06,-6.181995360066139e-08,2.958723545074463
388,-1.3339847100724e-05,-1.0248969317672163e-07,0.963679313659668
389,1.159418752649799e-05,1.0123351934510083e-08,4.4490580558776855
390,1.8715212718234397e-05,-1.3928557791587082e-06,1.7536427974700928
391,2.2579909000342013e-06,-3.537579914336675e-06,-4.229034423828125
392,2.4324446712853387e-05,-4.011263570191659e-07,-1.9361032247543335
393,1.095903371606255e-06,-4.846895649279759e-07,-0.6221269369125366
394,-2.514143773169053e-07,-7.720157668700267e-07,4.388999938964844
395,1.1059489224862773e-05,-1.3305395896168193e-07,4.0424113273620605
396,3.715725688380189e-05,1.6900087302929023e-06,2.9061145782470703
397,1.5731235180282965e-05,-4.31443737625159e-07,0.8961387872695923
398,1.2225899808981922e-05,1.9431114495205293e-08,-0.8122775554656982
399,2.1797850422444753e-05,-1.3897022199671483e-07,-1.4953690767288208
400,1.6181085811695084e-05,-2.1290778917659736e-08,4.3511481285095215
401,1.3584701264335308e-05,-6.716450062782542e-09,5.655965805053711
